Word,IPA,FREQcount,Zipf,CELEX,Equal # of Syllables
loyaal,loː - i - aːl,235,3.728414329836861,lo - jal,False
close,kloː - sə,235,3.728414329836861,klos,False
kleindochter,klɛ - ɪn - dɔx - tər,234,3.726570189138491,klKn - dOx - t@r,False
bijhouden,bɛ - ɪh - ʌʊ - dən,234,3.726570189138491,bK - hM - d@,False
veiling,vɛ - ɪ - lɪŋ,229,3.717230162884348,vK - lIN,False
jersey,jɛr - sə - i,228,3.715337809206642,_}r - si,False
voogdij,voːɣ - dɛ - ɪ,227,3.713437173867209,voG - dK,False
wegblijven,ʋɛɣ - blɛ - ɪ - vən,225,3.709610766014156,wEG - blK - v@,False
steak,steː - ɑk,224,3.707684844978117,stek,False
ingrijpen,ɪn - ɣrɛ - ɪ - pən,224,3.707684844978117,IN - GrK - p@,False
onwaarschijnlijk,ɔn - ʋaːr - sxɛ - ɪn - lək,222,3.703807189914915,On - war - sxKn - l@k,False
vergelijking,vər - ɣə - lɛ - ɪ - kɪŋ,221,3.701855301317393,v@r - G@ - lK - kIN,False
tonijn,toː - nɛ - ɪn,221,3.701855301317393,to - nKn,False
wederzijds,ʋeː - dər - zɛ - ɪts,219,3.697925007688961,we - d@r - zKts,False
game,(en)ɡ - e - ɪm(nl),219,3.697925007688961,gem,False
deadline,deː - ɑd - li - nə,219,3.697925007688961,dEd - lAjn,False
cruise,krœy - zə,219,3.697925007688961,krus,False
trouwerij,trʌʊ - ə - rɛ - ɪ,218,3.695946441706873,trM - w@ - rK,False
autoriteit,ʌʊ - toː - ri - tɛ - ɪt,218,3.695946441706873,M - to - ri - tKt,False
strijder,strɛ - ɪ - dər,217,3.69395882047136,strK - d@r,False
feitelijk,fɛ - ɪ - tə - lək,217,3.69395882047136,fK - t@ - l@k,False
vijandig,vɛ - ɪ - ɑn - dəx,216,3.691962060715284,vK - jAn - d@x,False
file,fi - lə,216,3.691962060715284,fAjl,False
voorbereiding,vɔːr - bɪː - rɛ - ɪ - dɪŋ,215,3.689956078017685,vor - b@ - rK - dIN,False
vijfhonderd,vɛ - ɪfh - ɔn - dərt,211,3.681838187795506,vKf - hOn - d@rt,False
terugkrijgen,tə - rɵx - krɛ - ɪ - ɣən,211,3.681838187795506,t@ - r}x - krK - G@,False
wijzer,ʋɛ - ɪ - zər,210,3.679784782164447,wK - z@r,False
verleidelijk,vər - lɛ - ɪ - də - lək,210,3.679784782164447,v@r - lK - d@ - l@k,False
software,(en)sɒftw - e - ə(nl),210,3.679784782164447,sOft - w)r,False
wijsneus,ʋɛ - ɪ - snøːs,209,3.677721621600674,wKs - n|s,False
bijdehand,bɛ - ɪ - deːh - ɑnt,209,3.677721621600674,bK - d@ - hAnt,False
ijzeren,ɛ - ɪ - zə - rən,208,3.675648612977809,K - z@ - r@,False
knijp,knɛ - ɪp,207,3.673565661829516,knKp,False
kutwijf,kɵt - ʋɛ - ɪf,205,3.669369547235908,k}t - wKf,False
gewijzigd,ɣə - ʋɛ - ɪ - zɪxt,205,3.669369547235908,x@ - wK - z@xt,False
begrijpelijk,bə - ɣrɛ - ɪ - pə - lək,205,3.669369547235908,b@ - GrK - p@ - l@k,False
verwijt,vər - ʋɛ - ɪt,202,3.662998364779968,v@r - wKt,False
integriteit,ɪn - tɛ - ɣri - tɛ - ɪt,202,3.662998364779968,In - te - Gri - tKt,False
strijken,strɛ - ɪ - kən,201,3.660853696313378,strK - k@,False
blijk,blɛ - ɪk,201,3.660853696313378,blKk,False
spike,spi - kə,200,3.658698384287244,spAjk,False
onvermijdelijk,ɔn - vər - mɛ - ɪ - də - lək,200,3.658698384287244,On - v@r - mK - d@ - l@k,False
oneindig,ɔ - nɛ - ɪn - dəx,200,3.658698384287244,On - Kn - d@x,False
farao,faː - rʌʊ,200,3.658698384287244,fa - ra - o,False
schijf,sxɛ - ɪf,199,3.656532322530736,sxKf,False
vijfduizend,vɛ - ɪv - dœy - zənt,195,3.647758398223231,vKv - dL - z@nt,False
gordijn,ɣɔr - dɛ - ɪn,195,3.647758398223231,xOr - dKn,False
schijnbaar,sxɛ - ɪn - baːr,192,3.641059635874528,sxKm - bar,False
eindeloos,ɛ - ɪn - də - loːs,192,3.641059635874528,Kn - d@ - los,False
levensstijl,leː - vən - stɛ - ɪl,191,3.638803555570304,le - v@ - stKl,False
vijver,vɛ - ɪ - vər,189,3.634255927819583,vK - v@r,False
zeiken,zɛ - ɪ - kən,188,3.631964131039999,zK - k@,False
etenstijd,eː - tən - stɛ - ɪt,188,3.631964131039999,e - t@s - tKt,False
afwijking,ɑf - ʋɛ - ɪ - kɪŋ,188,3.631964131039999,Af - wK - kIN,False
cijfer,sɛ - ɪ - fər,187,3.629660176130435,sK - f@r,False
bladzijde,blɑd - zɛ - ɪ - də,186,3.627343933403254,blAt - sK - d@,False
verspreiding,vər - sprɛ - ɪ - dɪŋ,185,3.625015271084671,v@r - sprK - dIN,False
stomerij,stoː - mə - rɛ - ɪ,185,3.625015271084671,sto - m@ - rK,False
heiligen,hɛ - ɪ - lə - ɣən,184,3.622674055269768,hK - l@ - G@,False
gelijkenis,ɣə - lɛ - ɪ - kə - nɪs,184,3.622674055269768,x@ - lK - k@ - nIs,False
afsnijden,ɑf - snɛ - ɪ - dən,180,3.613180901735939,Af - snK - d@,False
ace,aː - sə,180,3.613180901735939,es,False
ravijn,raː - vɛ - ɪn,179,3.610774831970061,ra - vKn,False
bijstaan,bɛ - ɪ - staːn,178,3.608355357846648,bK - stan,False
hijs,hɛ - ɪs,176,3.603475593228561,hKs,False
vijfentwintig,vɛ - ɪ - fənt - ʋɪn - təx,175,3.601014994680904,vKf - En - twIn - t@x,False
tussentijd,tɵ - sən - tɛ - ɪt,175,3.601014994680904,t} - s@ - tKt,False
omschrijven,ɔmsx - rɛ - ɪ - vən,175,3.601014994680904,Om - sxrK - v@,False
lijkenhuis,lɛ - ɪ - kɛnh - œys,175,3.601014994680904,lK - k@ - hLs,False
verkrijgen,vər - krɛ - ɪ - ɣən,174,3.598540375553049,v@r - krK - G@,False
lijm,lɛ - ɪm,174,3.598540375553049,lKm,False
dreigement,drɛ - ɪ - ɣə - mɛnt,174,3.598540375553049,drK - G@ - mEnt,False
fontein,fɔn - tɛ - ɪn,173,3.596051575149354,fOn - tKn,False
dreigen,drɛ - ɪ - ɣən,173,3.596051575149354,drK - G@,False
wei,ʋɛ - ɪ,170,3.588498437258909,wK,False
glijden,ɣlɛ - ɪ - dən,170,3.588498437258909,xlK - d@,False
eigenaardig,ɛ - ɪ - ɣə - naːr - dəx,170,3.588498437258909,K - G@n - ar - d@x,False
veiligheidsdienst,vɛ - ɪ - lɪxh - ɛ - ɪdz - dinst,169,3.585951248245029,vK - l@x - hKdz - dinst,False
rijtuig,rɛ - ɪ - tœyx,169,3.585951248245029,rK - tLx,False
religieus,reː - li - ɣi - jøːs,169,3.585951248245029,re - li - Gj|s,False
stewardess,steː - ʋɑrtss,168,3.583389031480428,stju - wAr - dEs,False
scheidsrechter,sxɛ - ɪds - rɛx - tər,166,3.578218798014338,sxKts - rEx - t@r,False
opkijken,ɔp - kɛ - ɪ - kən,166,3.578218798014338,Op - kK - k@,False
bijgeloof,bɛ - ɪ - ɣə - loːf,165,3.57561041490681,bK - G@ - lof,False
aanwijzen,aːn - ʋɛ - ɪ - zən,165,3.57561041490681,an - wK - z@,False
geheimzinnig,ɣəh - ɛ - ɪm - zɪ - nəx,164,3.572986271080661,x@ - hKm - zI - n@x,False
eindig,ɛ - ɪn - dəx,163,3.570346174914452,Kn - d@x,False
cornflakes,kɔrn - flaː - kəs,163,3.570346174914452,kOrn - fleks,False
bijdragen,bɛ - ɪ - draː - ɣən,163,3.570346174914452,bK - dra - G@,False
wijlen,ʋɛ - ɪ - lən,161,3.565017341409385,wK - l@,False
wrijven,vrɛ - ɪ - vən,160,3.562328202898605,wrK - v@,False
circuit,sɪr - ku - i,160,3.562328202898605,sIr - kwi,False
leiderschap,lɛ - ɪ - dər - sxɑp,159,3.55962230952268,lK - d@r - sxAp,False
kei,kɛ - ɪ,159,3.55962230952268,kK,False
lei,lɛ - ɪ,157,3.554159413821177,lK,False
dijen,dɛ - ɪ - ən,157,3.554159413821177,dK - j@,False
wijken,ʋɛ - ɪ - kən,156,3.551401979275989,wK - k@,False
wereldwijd,ʋɪː - rəlt - ʋɛ - ɪt,156,3.551401979275989,we - r@ld - wKt,False
paardrijden,paːr - drɛ - ɪ - dən,156,3.551401979275989,pard - rK - d@,False
nablijven,naː - blɛ - ɪ - vən,156,3.551401979275989,na - blK - v@,False
ijdelheid,ɛ - ɪ - də - lhɛɪt,156,3.551401979275989,K - d@l - hKt,False
verdrijven,vər - drɛ - ɪ - vən,155,3.548626925221216,v@r - drK - v@,False
spijker,spɛ - ɪ - kər,155,3.548626925221216,spK - k@r,False
prototype,proː - toː - ti - ɪ - pə,155,3.548626925221216,pro - to - ti - p@,False
ontcijferen,ɔnt - sɛ - ɪ - fə - rən,155,3.548626925221216,Ont - sK - f@ - r@,False
neiging,nɛ - ɪ - ɣɪŋ,155,3.548626925221216,nK - GIN,False
heiligheid,hɛ - ɪ - ləx - hɛɪt,155,3.548626925221216,hK - l@x - hKt,False
pleit,plɛ - ɪt,154,3.545834025037046,plKt,False
heimwee,hɛ - ɪm - ʋeː,153,3.543023047703218,hKm - we,False
handleiding,hɑnd - lɛ - ɪ - dɪŋ,153,3.543023047703218,hAnd - lK - dIN,False
wijzigen,ʋɛ - ɪ - zə - ɣən,152,3.540193757684353,wK - z@ - G@,False
werkwijze,ʋɛrk - ʋɛ - ɪ - zə,152,3.540193757684353,wErk - wK - z@,False
schrijfster,sxrɛ - ɪf - stər,152,3.540193757684353,sxrKf - st@r,False
rabbijn,rɑ - bɛ - ɪn,152,3.540193757684353,rA - bKn,False
intimiteit,ɪn - ti - mi - tɛ - ɪt,152,3.540193757684353,In - ti - mi - tKt,False
chagrijnig,ʃɑ - ɣrɛ - ɪ - nəx,152,3.540193757684353,SA - GrK - n@x,False
gezondheidszorg,ɣə - zɔndh - ɛ - ɪd - sɔrx,151,3.537345914811527,x@ - zOnt - hKt - sOrx,False
dienstmeisje,dinst - mɛ - ɪs - jə,151,3.537345914811527,dinst - mKs - j@,False
ijskast,ɛ - ɪ - skɑst,150,3.534479274159924,Ks - kAst,False
trance,trɑn - sə,149,3.531593585922436,trAns,False
rondrijden,rɔn - drɛ - ɪ - dən,148,3.528688595279029,rOnd - rK - d@,False
verschijning,vər - sxɛ - ɪ - nɪŋ,147,3.525764042261712,v@r - sxK - nIN,False
mail,meː - ɪl,147,3.525764042261712,mel,False
safe,saː - fə,146,3.522819661614931,sef,False
inschrijven,ɪnsx - rɛ - ɪ - vən,146,3.522819661614931,In - sxrK - v@,False
goudmijn,ɣʌʊd - mɛ - ɪn,146,3.522819661614931,xMd - mKn,False
aanleiding,aːn - lɛ - ɪ - dɪŋ,146,3.522819661614931,an - lK - dIN,False
vergelijk,vər - ɣə - lɛ - ɪk,145,3.519855182651192,v@r - G@ - lKk,False
pleiten,plɛ - ɪ - tən,145,3.519855182651192,plK - t@,False
faculteit,faː - kɵl - tɛ - ɪt,145,3.519855182651192,fA - k}l - tKt,False
nijdig,nɛ - ɪ - dəx,144,3.516870329101729,nK - d@x,False
cape,kaː - pə,143,3.513864818962004,kep,False
schooltijd,sxoːl - tɛ - ɪt,142,3.510838364331816,sxol - tKt,False
onderscheiding,ɔn - dər - sxɛ - ɪ - dɪŋ,142,3.510838364331816,On - d@r - sxK - dIN,False
dikwijls,dɪk - ʋɛ - ɪls,142,3.510838364331816,dIk - w@ls,False
bijstand,bɛ - ɪ - stɑnt,142,3.510838364331816,bK - stAnt,False
playboy,plaːj - boː - i,141,3.507790671249811,ple - bOj,False
kogelvrij,koː - ɣɛl - vrɛ - ɪ,141,3.507790671249811,ko - G@l - vrK,False
immuniteit,ɪ - my - ni - tɛ - ɪt,141,3.507790671249811,I - my - ni - tKt,False
bewijsstuk,bə - ʋɛ - ɪ - stɵk,141,3.507790671249811,b@ - wK - st}k,False
zwijnen,zʋɛ - ɪ - nən,140,3.504721439522134,zwK - n@,False
goal,ɣoː - ɑl,140,3.504721439522134,gol,False
uitbreiden,œyt - brɛ - ɪ - dən,139,3.501630362544993,Ld - brK - d@,False
face,faː - sə,139,3.501630362544993,fAs,False
hekserij,hɛk - sə - rɛ - ɪ,138,3.49851712712085,hEk - s@ - rK,False
grijns,ɣrɛ - ɪns,138,3.49851712712085,xrKns,False
fouilleren,fʌʊ - ɪ - lɪː - rən,138,3.49851712712085,fu - je - r@,False
bridge,brɪd - ɣə,138,3.49851712712085,brItS,False
blijdschap,blɛ - ɪd - sxɑp,138,3.49851712712085,blKt - sxAp,False
autorijden,ʌʊ - toː - rɛ - ɪ - dən,138,3.49851712712085,M - to - rK - d@,False
arbeider,ɑr - bɛ - ɪ - dər,138,3.49851712712085,Ar - bK - d@r,False
zonneschijn,zɔ - nɛ - sxɛ - ɪn,137,3.495381413267991,zO - n@ - sxKn,False
blues,bly - ɛs,137,3.495381413267991,bluws,False
afwijzen,ɑf - ʋɛ - ɪ - zən,137,3.495381413267991,Af - wK - z@,False
sein,sɛ - ɪn,136,3.492222894023161,sKn,False
paranoia,paː - raː - noː - i - aː,136,3.492222894023161,pa - ra - no - ja,False
onveilig,ɔn - vɛ - ɪ - ləx,136,3.492222894023161,On - vK - l@x,False
faciliteit,faː - si - li - tɛ - ɪt,136,3.492222894023161,fa - si - li - tKt,False
domein,doː - mɛ - ɪn,136,3.492222894023161,do - mKn,False
avenue,aː - və - ny - ə,136,3.492222894023161,a - v@ - ny,False
tij,tɛ - ɪ,135,3.489041235236972,tK,False
take,taː - kə,134,3.485836095361761,tek,False
slijm,slɛ - ɪm,134,3.485836095361761,slKm,False
monseigneur,mɔn - sɛ - ɪɣ - nøːr,134,3.485836095361761,mOn - s@n - j|r,False
jeans,jeː - ɑns,134,3.485836095361761,_ins,False
heiligdom,hɛ - ɪ - lɪɣ - dɔm,133,3.482607125231562,hK - l@G - dOm,False
slijmen,slɛ - ɪ - mən,132,3.47935396783384,slK - m@,False
onderscheid,ɔn - dər - sxɛ - ɪt,132,3.47935396783384,On - d@r - sxKt,False
omzeilen,ɔm - zɛ - ɪ - lən,132,3.47935396783384,Om - zK - l@,False
omzeilen,ɔm - zɛ - ɪ - lən,132,3.47935396783384,Om - zK - l@,False
dealen,deː - aː - lən,132,3.47935396783384,di - l@,False
vrijgevig,vrɛ - ɪ - ɣeː - vəx,131,3.476076258072605,vrK - Ge - v@x,False
tovenarij,toː - və - naː - rɛ - ɪ,131,3.476076258072605,to - v@ - na - rK,False
tijdmachine,tɛ - ɪd - maː - ʃi - nə,131,3.476076258072605,tKt - mA - Si - n@,False
eigenschap,ɛ - ɪ - ɣən - sxɑp,131,3.476076258072605,K - G@ - sxAp,False
typen,ti - ɪ - pən,130,3.472773622522519,ti - p@,False
kindertijd,kɪn - dər - tɛ - ɪt,129,3.469445679173591,kIn - d@r - tKt,False
buikpijn,bœyk - pɛ - ɪn,129,3.469445679173591,bLk - pKn,False
stijlvol,stɛ - ɪl - vɔl,128,3.466092037166003,stKl - vOl,False
rondleiden,rɔnd - lɛ - ɪ - dən,128,3.466092037166003,rOnd - lK - d@,False
magazine,maː - ɣaː - zi - nə,128,3.466092037166003,mE - g@ - zin,False
geheiligd,ɣəh - ɛ - ɪ - lɪxt,128,3.466092037166003,x@ - hK - l@xt,False
surveillance,sɵr - vɛ - ɪ - lɑn - sə,127,3.462712296514623,s}r - vK - jAn - s@,False
meisjesnaam,mɛ - ɪ - ʃɛ - snaːm,127,3.462712296514623,mKs - j@s - nam,False
coyote,koː - i - oː - tə,127,3.462712296514623,ko - jo - t@,False
bijkomen,bɛ - ɪ - koː - mən,127,3.462712296514623,bK - ko - m@,False
geheimhouding,ɣəh - ɛ - ɪmh - ʌʊ - dɪŋ,126,3.459306047822711,x@ - hKm - hM - dIN,False
eigenhandig,ɛ - ɪ - ɣɛnh - ɑn - dəx,126,3.459306047822711,K - G@ - hAn - d@x,False
vijandelijk,vɛ - ɪ - ɑn - də - lək,125,3.455872871984317,vK - jAn - d@ - l@k,False
bevrijding,bə - vrɛ - ɪ - dɪŋ,125,3.455872871984317,b@ - vrK - dIN,False
begeleiding,bə - ɣə - lɛ - ɪ - dɪŋ,125,3.455872871984317,b@ - G@ - lK - dIN,False
verblijfplaats,vər - blɛ - ɪf - plaːts,124,3.452412339874811,v@r - blKf - plats,False
koppijn,kɔ - pɛ - ɪn,124,3.452412339874811,kO - pKn,False
blijvend,blɛ - ɪ - vənt,124,3.452412339874811,blK - v@nt,False
hockey,hɔ - kə - i,123,3.44892401202899,hO - ki,False
zakenreis,zaː - kɛn - rɛ - ɪs,122,3.445407438306153,za - k@ - rKs,False
scheids,sxɛ - ɪts,122,3.445407438306153,sxKts,False
ijdel,ɛ - ɪ - dəl,122,3.445407438306153,K - d@l,False
doorsnijden,dɔːr - snɛ - ɪ - dən,122,3.445407438306153,dor - snK - d@,False
doorsnijden,dɔːr - snɛ - ɪ - dən,122,3.445407438306153,dor - snK - d@,False
verzwijgen,vərz - ʋɛ - ɪ - ɣən,121,3.441862157541503,v@r - zwK - G@,False
verrekijker,vɛ - rə - kɛ - ɪ - kər,121,3.441862157541503,vE - r@ - kK - k@r,False
gewijd,ɣə - ʋɛ - ɪt,121,3.441862157541503,x@ - wKt,False
bijwonen,bɛ - ɪ - ʋɔ - nən,121,3.441862157541503,bK - wo - n@,False
reiken,rɛ - ɪ - kən,120,3.438287697183205,rK - k@,False
eigenwijs,ɛ - ɪ - ɣɛn - ʋɛ - ɪs,120,3.438287697183205,K - G@ - wKs,False
wegrijden,ʋɛ - ɣrɛ - ɪ - dən,119,3.43468357291438,wEG - rK - d@,False
wasserij,ʋɑ - sə - rɛ - ɪ,119,3.43468357291438,wA - s@ - rK,False
regime,reː - ɣi - mə,119,3.43468357291438,re - Zim,False
misdrijven,mɪz - drɛ - ɪ - vən,119,3.43468357291438,mIz - drK - v@,False
karwei,kɑr - ʋɛ - ɪ,119,3.43468357291438,kAr - wK,False
ijsberg,ɛ - ɪz - bɛrx,119,3.43468357291438,Kz - bErx,False
doorreis,dɔːɾ - rɛ - ɪs,119,3.43468357291438,do - rKs,False
opeisen,ɔ - pɛ - ɪ - zən,118,3.431049288259286,Op - K - s@,False
klei,klɛ - ɪ,118,3.431049288259286,klK,False
formaliteit,fɔr - maː - li - tɛ - ɪt,118,3.431049288259286,fOr - ma - li - tKt,False
dienstmeid,dinst - mɛ - ɪt,118,3.431049288259286,dinst - mKt,False
bye,bi - ə,117,3.42738433417288,bAj,False
afwijzing,ɑf - ʋɛ - ɪ - zɪŋ,117,3.42738433417288,Af - wK - zIN,False
vrijmaken,vrɛ - ɪ - maː - kən,116,3.423688188612916,vrK - ma - k@,False
reinigen,rɛ - ɪ - nə - ɣən,115,3.419960316093673,rK - n@ - G@,False
proeftijd,pruf - tɛ - ɪt,115,3.419960316093673,pruf - tKt,False
klerelijer,klɪː - rə - lɛ - ɪ - ər,115,3.419960316093673,kle - r@ - lK - j@r,False
dolblij,dɔl - blɛ - ɪ,115,3.419960316093673,dOl - blK,False
charleston,ʃɑr - lɛ - stɔn,115,3.419960316093673,tSAl - st@n,False
sjeik,ʃɛ - ɪk,114,3.416200167220366,SKk,False
hijsen,hɛ - ɪ - sən,114,3.416200167220366,hK - s@,False
bijbrengen,bɛ - ɪ - brɛŋ - ən,114,3.416200167220366,bK - brE - N@,False
meineed,mɛ - ɪ - neːt,113,3.412407178203227,mKn - et,False
strijdkrachten,strɛ - ɪd - krɑx - tən,112,3.408580770350174,strKt - krAx - t@,False
brouwerij,brʌʊ - ə - rɛ - ɪ,111,3.404720349536936,brM - w@ - rK,False
bereikbaar,bə - rɛ - ɪk - baːr,111,3.404720349536936,b@ - rKg - bar,False
capaciteit,kaː - paː - si - tɛ - ɪt,110,3.400825305653412,kA - pa - si - tKt,False
zeikerd,zɛ - ɪ - kərt,109,3.396895012024979,zK - k@rt,False
vrijkomen,vrɛ - ɪ - koː - mən,109,3.396895012024979,vrK - ko - m@,False
spoorlijn,spɔːr - lɛ - ɪn,109,3.396895012024979,spor - lKn,False
muiterij,mœy - tə - rɛ - ɪ,109,3.396895012024979,mL - t@ - rK,False
echtscheiding,ɛxt - sxɛ - ɪ - dɪŋ,109,3.396895012024979,Ext - sxK - dIN,False
kijker,kɛ - ɪ - kər,108,3.392928824807378,kK - k@r,False
hole,hoː - lə,108,3.392928824807378,hol,False
bakkerij,bɑ - kə - rɛ - ɪ,108,3.392928824807378,bA - k@ - rK,False
arbeid,ɑr - bɛ - ɪt,108,3.392928824807378,Ar - bKt,False
wijsmaken,ʋɛ - ɪ - smaː - kən,107,3.388926082353704,wKs - ma - k@,False
kleinigheid,klɛ - ɪ - nəx - hɛɪt,107,3.388926082353704,klK - n@x - hKt,False
sluitingstijd,slœy - tɪŋ - stɛ - ɪt,106,3.384886104551964,slL - tINs - tKt,False
identiteitsbewijs,i - dɛn - ti - tɛ - ɪtz - bə - ʋɛ - ɪs,106,3.384886104551964,i - dEn - ti - tKdz - b@ - wKs,False
thuisblijven,tœyz - blɛ - ɪ - vən,105,3.380808192131525,tLz - blK - v@,False
reiziger,rɛ - ɪ - zə - ɣər,105,3.380808192131525,rK - z@ - G@r,False
pleister,plɛ - ɪ - stər,105,3.380808192131525,plKs - t@r,False
bijgelovig,bɛ - ɪ - ɣə - loː - vəx,105,3.380808192131525,bK - G@ - lo - v@x,False
baseball,baː - zə - bɑl,105,3.380808192131525,bez - bOl,False
onderwijzen,ɔn - dər - ʋɛ - ɪ - zən,104,3.376691625936693,On - d@r - wK - z@,False
onderbewustzijn,ɔn - dər - bə - ʋɵst - zɛ - ɪn,104,3.376691625936693,On - d@r - b@ - w}st - sKn,False
hoofdprijs,hoːvd - prɛ - ɪs,104,3.376691625936693,hoft - prKs,False
herrijzen,hɛr - rɛ - ɪ - zən,104,3.376691625936693,hE - rK - z@,False
criminaliteit,kri - mi - naː - li - tɛ - ɪt,104,3.376691625936693,kri - mi - na - li - tKt,False
bodyguard,boː - di - ɣy - ɑrt,104,3.376691625936693,bO - di - gArt,False
zelfmedelijden,zɛlf - mə - deː - lɛ - ɪ - dən,103,3.372535666165535,zElf - me - d@ - lK - d@,False
lunchtijd,lɵnx - tɛ - ɪt,103,3.372535666165535,l}nS - tKt,False
bruidsmeisje,brœyd - smɛ - ɪs - jə,103,3.372535666165535,brLts - mKs - j@,False
begeleider,bə - ɣə - lɛ - ɪ - dər,103,3.372535666165535,b@ - G@ - lK - d@r,False
apache,aː - pɑʃ,103,3.372535666165535,a - pA - tS@,False
slijten,slɛ - ɪ - tən,102,3.368339551571927,slK - t@,False
slijmbal,slɛ - ɪm - bɑl,102,3.368339551571927,slKm - bAl,False
lelijkerd,leː - lɛ - ɪ - kɛrt,102,3.368339551571927,le - l@ - k@rt,False
heerschappij,hɪːr - sxɑ - pɛ - ɪ,102,3.368339551571927,her - sxA - pK,False
stommiteit,stɔ - mi - tɛ - ɪt,101,3.364102498628672,stO - mi - tKt,False
abdij,ɑb - dɛ - ɪ,101,3.364102498628672,Ab - dK,False
point,poː - ɪnt,100,3.359823700649397,pw)n,False
voorschrijven,vɔːrsx - rɛ - ɪ - vən,99,3.355502326866755,vor - sxrK - v@,False
verbijsterd,vər - bɛ - ɪ - stɛrt,99,3.355502326866755,v@r - bKs - t@rt,False
spijbelen,spɛ - ɪ - bə - lən,99,3.355502326866755,spK - b@ - l@,False
onbereikbaar,ɔn - bə - rɛ - ɪk - baːr,99,3.355502326866755,Om - b@ - rKg - bar,False
tussenbeide,tɵ - sən - bɛ - ɪ - də,98,3.351137521464305,t} - s@ - bK - d@,False
pijnloos,pɛ - ɪn - loːs,98,3.351137521464305,pKn - los,False
opblijven,ɔp - blɛ - ɪ - vən,98,3.351137521464305,O - blK - v@,False
weiden,ʋɛ - ɪ - dən,97,3.34672840255925,wK - d@,False
scheikunde,sxɛ - ɪ - kɵn - də,97,3.34672840255925,sxK - k}n - d@,False
oplichterij,ɔ - plɪx - tə - rɛ - ɪ,97,3.34672840255925,Op - lIx - t@ - rK,False
onderwijzer,ɔn - dər - ʋɛ - ɪ - zər,97,3.34672840255925,On - d@r - wK - z@r,False
medicijnman,meː - di - sɛ - ɪn - mɑn,97,3.34672840255925,me - di - sKn - mAn,False
klaarblijkelijk,klaːr - blɛ - ɪ - kə - lək,97,3.34672840255925,klar - blK - k@ - l@k,False
care,kaː - rə,97,3.34672840255925,k)r,False
afgrijselijk,ɑf - ɣrɛ - ɪ - sə - lək,97,3.34672840255925,Af - xrK - s@ - l@k,False
proefkonijn,pruf - koː - nɛ - ɪn,96,3.342274061132999,pruf - ko - nKn,False
omheining,ɔmh - ɛ - ɪ - nɪŋ,96,3.342274061132999,Om - hK - nIN,False
misleiding,mɪ - slɛ - ɪ - dɪŋ,96,3.342274061132999,mIs - lK - dIN,False
herschrijven,hɛrsx - rɛ - ɪ - vən,96,3.342274061132999,hEr - sxrK - v@,False
bijpraten,bɛ - ɪ - praː - tən,96,3.342274061132999,bK - pra - t@,False
ijshockey,ɛ - ɪsh - ɔ - keː - i,95,3.337773559906323,Ks - hO - ki,False
entertainment,(en) - ɛn - tə - te - ɪn - mənt(nl),95,3.337773559906323,En - t@r - ten - m@nt,False
wijfje,ʋɛ - ɪf - jə,94,3.333225932155602,wKf - j@,False
typemachine,ti - pə - maː - ʃi - nə,94,3.333225932155602,tip - mA - Si - n@,False
smijten,smɛ - ɪ - tən,94,3.333225932155602,smK - t@,False
seksualiteit,sɛk - sy - aː - li - tɛ - ɪt,94,3.333225932155602,sEk - sy - wa - li - tKt,False
oprechtheid,ɔ - prɛx - tɛ - ɪt,94,3.333225932155602,Op - rExt - hKt,False
kleinkind,klɛ - ɪŋ - kɪnt,94,3.333225932155602,klKN - kInt,False
gelijken,ɣə - lɛ - ɪ - kən,94,3.333225932155602,x@ - lK - k@,False
bijbels,bɛ - ɪ - bɛls,94,3.333225932155602,bK - b@ls,False
slachtpartij,slɑxt - pɑr - tɛ - ɪ,93,3.328630180466453,slAxt - pAr - tK,False
eindexamen,ɛ - ɪn - dɛk - saː - mən,93,3.328630180466453,Knd - Ek - sa - m@,False
kwijlen,kʋɛ - ɪ - lən,92,3.32398527542069,kwK - l@,False
spijten,spɛ - ɪ - tən,91,3.31929015421231,spK - t@,False
stabiliteit,staː - bi - li - tɛ - ɪt,89,3.309744836306079,sta - bi - li - tKt,False
lijkschouwing,lɛ - ɪk - sxʌʊ - ɪŋ,89,3.309744836306079,lKk - sxM - wIN,False
vindingrijk,vɪn - dɪŋ - rɛ - ɪk,88,3.304892333511667,vIn - dIN - rKk,False
terugreis,tə - rɵx - rɛ - ɪs,88,3.304892333511667,t@ - r}G - rKs,False
bescheidenheid,bə - sxɛ - ɪ - də - nhɛɪt,88,3.304892333511667,b@ - sxK - d@ - hKt,False
