Syllables,Cumulative FREQcount
 jɛt ,37
 blit,1
lɣɔrs,2
bɵʃr,1
 mɛns ,1
loːp,14899
mɔnd ,107
stœyf ,22
 ɔlm ,2
naːrŋ ,4
tɵlp,70
lɛsh ,54
ɣrɑjl,3
strɛz ,6
 pɪt ,5
fɔːɾ ,17
 kɔlk,31
ʋɑʃ,143
krɑŋk,1166
 reːkt,3
kɔl ,543
 spøːrt,16
vijf,1
 moːnh ,3
jɛnh ,15
 rɛm ,43
trɛnt,362
vaːx,638
ʃɛ ,24722
heːw ,2
 sxɵrft,1
 mɑrs,101
soːt,21
 tul,13
 dʌʊt,3
 tɛlds ,1
kɑp ,2052
ɣlɛɪ,657
krɑt ,4
 tɔʋ ,21
brɔns,64
 stɑlk,29
mɛrk ,848
sɪɾ ,17
 stɑs ,8
 ʋɛtstrlj ,1
 dɛɪst,353
bɛzlx,2
 tɑlstl ,1
 ʋaːrh ,6
dɛkt,3304
ɣɪlx ,9
ɣaːnt,223
tɛŋ,253
trɛtr,1
pɛsh ,10
rɑŋ,16200
nɔk,781
 fluk,6
hih ,8
mɵls,3
pɔːrt ,67
brœyts,2
mkmɑrt,1
steːlt,686
 pɛɪtk ,1
møːr,726
tɪps,252
 keːns,3
mɛɪsh ,4
nɛtsh ,1
ʋhɪ ,1724
 kɵm,361
ɣaːn,139549
dɵŋkt,81
jɵk,131
lɑmp,1326
 sɑntst,1
trɪf ,13
bɔx,600
 ɣaːrt,211
teːrl ,9
trɪlh ,2
mɛɪʃ ,24
ɪts,5421
kɪb ,12
pɪls,219
 prɛk,19
 sɑn ,1781
mkdɛr ,4
 ʋɑms,3
 naːx ,11
pɑlmh ,3
 ɣəx,20
dils,2
 tyrljk,1
ɣlɔm,9
 ɣlɔ ,16
keːt,74
 dyst,6
 tœy ,9362
 fɛɪt,79
plɵm,28
ɵps,688
 ɛldzd ,4
ksy,19
daːst,1
tlɣɛr,1
 mɪn ,5274
 bɑsh ,33
mut,181541
khɑn ,15
zʋeːf ,31
 reːp,124
fʌʊl,68
 jɵʃ,1
 stɛɪ ,757
 frɔs,33
sprɪŋ,4879
frɪŋ ,13
 ɣœyz ,3
ki,31199
ʃɵk ,4
vɛrkl,1
 mɑxs,137
 vrin ,417
 ɣeːft,1300
braːkt,37
 søːm,10
brɑf,1
sxɛr ,7117
 ɪp,484
 smɔs,66
 jɵ ,355
spleːtʲ ,15
 zaːns,2
stɑlt,29
pɵf ,1
lxaːh ,1
 sfaːr ,102
 ʋɛɪt,1016
 sklɔnt ,1
 loːfts,1
pɑkt,7044
 kəl(nl),4
 strɔ ,36
 bərst,21
ʋɑr,23421
mʌʊd ,52
 bɛkl ,1
 tɪʃ ,7
 zaːxts,1
 vrɵx ,106
snaːj ,1
sxɵx ,25
 trɛɪs,65
splɛn ,34
zɪp ,8
sɛptl ,1
sɛf ,856
doːlt,26
 nɔrt,1
ɣaːjs,9
ɪnt,99229
 spɛkt,3508
knɪp ,157
 zilt,290
 ɣɵnt,90
blɑks,4
ɣlɑp,37
kɑrls,32
kvɑrk,118
drɑjm,23
 lɔv ,25
 ɑrm ,3
ɣoːrs,2
 rɛl,9827
dɑmpt,42
pultʲ ,4
frɛk ,4
kɔmps,6
kɛnt,19879
 ɔːrŋk ,1
slaːnt,28
rhɪtms,1
sprɛŋ ,45
 pɑnt ,133
hurt,233
haːz ,1
skɑŋk,11
snɵl,7
 vyrz ,1
pjoː ,1
 ɑfs,24
 bift,12
 pɑx,163
tuːrs,11
 deːnt,5
maːtʲ ,1808
kɵrt,448
 stiɲ ,14
 nɵs ,16
zɔm,331
pɵtx ,1
pɑjks,1
 trœym ,53
 smeːk,116
ljzɛr,17
 sfɑlt,71
 mɛɪs ,807
 zɪl ,160
 seːk ,4
skɪps,1
tœyxt,1593
fʌʊk ,11
mɑns ,15
 sxɛrp,105
 rɛlf,2
 stoːs,11
lɑbh ,1
 lɪk,1782
 sɛtl,1
mɑlh ,6
klɛxh ,3
lɛɪɡ ,6
 fœyl,1
spi ,8178
 lij ,3
mɑjn,319
 fɔrmh ,1
ŋkoː ,6
dɵkh ,12
sprɪtz ,1
støːr,46
sxmɪŋk,18
flɵf,4
 stɛlp,35
psy,3
 blaː ,2095
nɛl,27754
veː ,13261
dɑhl ,13
zɛɪt,721
 fɵss,4
ʋɑrk,162
plaːt ,5483
 speːx,22
 vreːm ,87
lrmaː,34
 krɑx,4085
spult,460
 vənh ,44
ŋoː ,6
lɵkl ,2
ɛksk ,43
 zɛɪɡ ,2
lrɪ ,1
 moːn ,48
 fɵh ,8
vɛrmlŋklŋ,2
nɛpz ,1
maːrm,1
 ɑstʲ ,18
 dɵm ,6
 smɑnt,46
 smu,130
ɛmlj ,4
ʋɛrp ,185
ɣɑsth ,377
sxɔrs,522
 nɛltʲ ,4
 spɪx ,5
lɪst,3703
 pɔlst,5
løːrt,453
 pɵŋks,1
broːs,39
 zɔf,76
mknɛrt,1
klaːxt,803
vɪːrd ,2
sxɛ ,2303
 taːt ,3237
zʋɛ ,2001
zɛɪlt,258
stɑɾ ,72
bœyx,434
rɵp ,609
 bɔst,6
zbɛl,1
pɛ ,10730
stɑksks,1
 sərz ,93
slytʲ ,3
 sɔr,4425
lsleː ,3
 staːrt ,11
mɑɣl ,2
slɑɣ ,690
nɪmf,22
sɛnh ,194
 pins,27
pɪntʲ ,40
 sklir,27
 ɵp,267
 ɣruv ,3
vluɾ ,7
ʋeːf,688
 ʃɪ ,17
ksɪɲ ,2
ɔrps,638
plaːxt,117
dum ,131
 lɑd ,15
dɵm ,633
stɛns,16
hɪl,707
 bloːts,3
sɪs,1121
vreːmts,523
lɑnsh ,6
sxmoː ,8
 ɣlɑss,1
kɔhlh ,3
prœymp ,5
klɵp,3723
 jɵnkt,31
 vraːj,4
rɛs,22396
 ʋɑd ,1
ʃɑt ,27
ʋɔrst ,12
zɛp,259
dɔb ,48
 puk,3
stɔɾr ,1
 fɔn,755
 ɛɪst,3
 vlaː,63
 ʋɔːrt ,4
 stɪss,2
huflj ,1
stɔnh ,1
tɑt,18585
 blək,6
 fɵms,23
zir,6173
prɔ ,28461
ɔwk,5
plɪxtz ,42
 kœyt ,10
tʋʋeː,4
 lɪkst,1
klɑʃ,20
vɵl ,1569
kɛst ,25
 køːp,14
mkmɪx ,2
 ʋɪtx,26
 klir ,11
 frɑp,4
zɛtl ,4
 spɪn,199
 seːm,2
sɵt,20
 skɪnt ,69
 stymp ,2
frɛŋ ,5
nɛz ,81
 ʃeːs,2
klɑk ,74
ɣɵnst,969
smɛɪ ,220
mɛpt,82
 strɔts,6
jɑn,2094
 sklɵp,138
pɛn ,3829
zʋɑm,21
stɛk ,44
vœystʲ ,19
kloː,19274
 stɵz ,3
peːlj ,1
 zəŋ ,244
 leːt,687
ʃnɛl,15
 ɣœy ,102
primt,1
skvɑʃ ,10
hʋeː ,1
dɑh ,66
 rɛɪnt,766
 mɔs,287
mkroː ,1
 mərk ,1
 jɪps,1
meːst,2586
 zuks ,93
 mits,1
 dul,33302
 tɑmb ,1
ɛrt ,579
 pɪl ,13
 naːs,1107
krɑk ,65
 kɛnt,8650
 døːk ,8
 tɪŋk ,45
vrɛst ,3
ʋɪp,465
kish ,1
ɣreːns ,1
 mil,42
di,441857
klɪks,10
ɔtks,1
 fɑst,196
 bœytʲ ,4
 əŋkl ,1
løːt ,13
tɵrn ,65
blɔxs,8
flɵr ,15
 pyl,21
 skɪt,9
ɣɑsts,2
 zɛr ,646
vlɵxtʲ ,9
prœylt,7
 smeːl ,1
hɑn ,16473
 prʌʊ ,1
aːlst,10
 mɛrh ,2
lɛd ,94
plɛɪ ,1973
 ɣɔp,125
 ɑx ,1508
daːh ,175
ɣrɔnd ,1102
 dril,6
klɔss,3
ʃɑrp ,7
 fɵn ,27
prɔm ,5
ɣɑf ,104
 zaːh ,4
 sɛts,36
 stɑst,1
 drɵ ,3233
 slɔm ,1
jɛt,929
sɑt ,35
 fɪf ,15
lstɑn ,137
draːt,1086
zɪxt,13457
reːfk ,1
bɔsn ,3
 trɑst,49
pri ,17453
baːnt,805
ʋɑhh ,2
fɪps,23
nɑl,4727
 kɑsh ,28
vif,3
vrlɛnt ,2
 ɪks,161
pɔl ,506
kreːɣ ,1
rɛstʲ ,160
paːj ,57
døːs,43
spɑt,322
byrh ,1
brɪŋkh ,1
ɣɵt,139
 bɛstrljdlŋzd ,1
noːrd ,700
zɪp,33
 vœy ,217
sɑks,92
 nɔfs,8
 dəxs,435
feː,27924
ɣɑh,17
 snaːr,14
dɔss,12
fløːrt,17
 dɵn,110
 ʋaːh ,1
 jɪŋ,169
 dərs,57273
tldeː ,1
 sprɛɪs ,1
mɑxtz ,14
lɵn ,1799
ɣy ,4291
vɛrk,96
 rʌʊnd ,3
jɪtz ,1
stɛx,139
 bɵsx ,2
lurt,135
 pɑrk ,1
 saːh ,30
pɵn ,1938
 ɣɵ ,1565
num,11829
 bɛsx ,47
dœyst ,1
fkaː,1
sxɔkt,383
rɛnt ,1319
nɪʃ ,11
 tɛm,918
 stɛxt,1
 deːldh ,1
snoː,1130
 soːn ,5275
 bɑks ,6
snɔps,32
 slɛɪt ,9
mɑd ,126
 tim ,15
vɑn ,41161
bludsh ,2
mlny ,9
 rɑŋz ,5
sɪd ,778
 lirx ,1
ɣɪn ,492
pluxx ,1
 spɔt,233
 lɛnts,72
brœyt,1029
 ɔːrns,221
 dy,8762
sxɛlm,25
 nənz ,2
hœydh ,2
dipz ,1
ʌʊtxh ,3
hɑrtk ,49
 stərs ,6
zʋɛrm,105
 run,65
jɔxh ,106
fɪnt,124
 vlɪŋ,1
 ʌʊx,19
 bloːn,2
ɵnx ,616
 dut,1268
stoːf,250
ʃɪs,16
 ʋɔrmt,2
mɛld ,46
trɛ ,16001
 lɑtr ,1
ʋɑks ,11
 dɑlf,80
brœyɲ ,10
 bɛɪn ,9
lʌʊrt,1
 dɛls ,80
foːts,10
 vɪŋs,147
bɛws,1
 vɔrmt,332
 sənsx ,1
drɵxsx ,2
 lɵp ,15
 plaːjt,6
 mɛrt ,7
lɑjrt,15
 trɛxt,8
lrɔn ,7
skɪɲ ,14
xhɔst ,62
bkeː,3
ɵnlks,1
reː,270957
spɛn,816
 ʋɪkt,39
dɛlf,38
 dɛljk,11
 dɛt ,27
 stɪn,1448
 loːtʲ ,29
lixt,3892
zɔd ,2
ɣɪz ,240
bɛɣr,4
sɵzh ,1
 meːn,5021
sɛlts,1
fɑst,299
 ʋɔlkt,78
ɣɔlv ,188
 tœyn ,129
 fɵmh ,1
tʲaːr,2
kʌʊn,884
 teːh ,12
ɣroːtʲ ,29
kleːk,1
 ɣər ,2347
 vreːs,364
krɛnsh ,34
hɑtj,5
 straːk ,1
 loːp,1561
dɛvl,1
lɪk,9761
 ɣrɪl ,73
ʋaːxh ,36
ɛph ,1100
spyx,426
krimh ,12
hɑndz ,1
 sprɪŋt,79
bɵlt ,2
 stri ,403
 lɔft ,74
 pif,3
lɵxtsh ,8
 fɑkts,2
prɛt ,191
tʌʊ,9597
prɪk ,120
vœyls,3
 strøːs,10
 kɵnstʲ ,8
 plɔns,3
 smɛr ,2
bɔwl,83
 zøːr ,2
seːln ,60
druf,285
ɣlɪk,25
 vɑsh ,9
tlɛn,22
 stɔpt,3766
 vɛɪns,5
 məns,1500
haːlt ,3
jɑw,10
rɔrk,1
zʋaːr ,1427
ʋɑŋks,1
 ɣutk,1
hiɾ ,1
 ʃɑr ,57
siɣ ,2
 nɛ ,4746
zutʲ ,91
 bɪts ,3
ɣɵm ,70
 tish ,9
zut,729
 lifh ,112
pɔpt,10
vərv ,60
dɑw,314
dɪŋh ,11
 ʋɪpt,58
lɛː ,1887
strɔmz ,4
spɪː ,1794
 pəl ,216
zɑŋk,2
dɛmx ,1
 sfits,7
 zəŋk ,27
ɛmtv ,1
 smɑn,1735
 ɪdʒ(nl),5
 krur,1
hɵmf,2
klɪŋkh ,2
 ɑnp,2
 vaːnsh ,2
jɪɣ ,2
dʌʊph ,27
vʌʊɣnh ,1
 bɪlh ,1
lbrɔks,1
hɑnt ,526
baːjh ,3
 sxɵpt,2
 bɑrs,82
sxoːnz ,3
 raːp,113
vi,56663
 bɑst,14
trɛt,411
 tɔlt,47
fɵʃ,1
dɑns ,368
 drik,19
 dɛsx ,2
 rirtʲ ,1
døːɾ ,1
 bɑjrn,1
ŋɛ ,9
daːlt,380
duʃ ,1
 skrit,13
tɔpx ,6
 tɑrts,4
bøːɣ ,1
ɣrʌʊx ,30
 klɔw,17
zɔns,155
tɑks ,1
dɑv ,103
vɵt,8
mkraː,6
 nɔɣ ,1
 stɪɾ ,5
 zisx ,1
pøːk ,12
klirt,6
hɛrtʲ ,9
 ʋɛɪft,30
 lɑhm,1
 ɣɑp,18
pɑrkx ,1
ɣyr,867
kɵnstsh ,3
 pœy,121
ɣnɛɪ ,4
rlvi,6
kɪrk ,23
 pɪx,12
 reːs,211
 ult,66
ɣlɔks,9
pʌʊk,13
 ʋeːɣ ,14
lɾri ,10
dnaː ,1
lɪk ,2754
 ɛlp ,1
jɑrn,1
ʋɔrld ,21
jɑms,13
txɛr ,2
kɪɾr,2
 lɑʃ ,23
sxɛp,1045
sxœymh ,1
 ʋaːxts,5
 beːns,7
koːk,1475
bɑŋɡ ,51
 sløːk,2
 bərk ,1
bux ,14
trʌʊm ,1
pʌʊx,28
nɑkl,1
 dɛntl ,4
pɪl ,208
 ku,2665
urk ,18
pɔrk ,2
ndbi,1
prœymt,66
sxeːpsʋ ,14
leːh ,104
knɵtzh ,5
 ɣlɛː ,1
bleːkt,44
mkoː ,11
 slif,31
 drɛɪf ,409
 slœy ,3112
 dɔɾ ,14
 trun,352
 krɑjn ,1
bɔrxs,18
 rɑp ,58
ɑlph ,457
stɑrn ,7
 spəx,1
 dɔtʲ ,3
zɑxts,33
 doːns,1
 mɔŋst,1
stɔlk ,2
 rin,205
slɑ ,1670
loːt ,11494
tɑtx ,53
 vərnlj ,2
drɛkh ,1
 vɔss,1
zoːmt,10
 splɔt,1
 shɛɪt ,3
bɑp ,76
ɑns,22285
 bøːr,39641
 naːns,2
dɔlh ,66
 kəntʲ ,1
 skɔs,33
 sɔŋ,51
 ɑrmt,3
 stɔːrn,21
ʋɔrm ,413
 təxs,342
tɔn ,1862
 brɔws,2
frɑn ,3305
ʋhɪz ,8
ɣʌʊlt,30
lɑŋk,2012
 ɣɔd ,10
 ɪn,2072
 noːr ,9
 vraːjs,1
 ɣɛldlŋ,1
 dɛlx,16
rɛxtsh ,337
rœyxs,2
mɔm ,221
 ɣrɑts,2
 droː,4040
 pɔŋ,90
bɪk,144
 ʌʊns,13
lsmɪr,18
sɑx ,627
zɔh ,3
pɑnh ,9
lɑnt,29339
zɛp ,12
 stɛɪnt ,2
sɛl,34578
 ɣɛt ,40
 jɔsh ,4
 flœym,2
 vlɛx ,7
tɛɪp ,1
 ɣrun ,14
 pɔl,420
føː,1906
sɛɾ ,91
hoːvd ,3136
kløːrt,226
rʌʊs,192
spɪks,3
 ɣɛrh ,5
ɣrɛnst,73
xhɔ ,10
fɔrtsx ,3
snɵf,124
bœyxt,131
 dɛh ,1
blɑŋk ,5
tyr,51024
 spreːk,494
 tɛrlj,3
bɵm,655
ɣɛklk,2
krɔpt,21
 staːn,11955
rɑj ,1486
 kɑmt,80
tʃɪps ,2
krit,233
jɵ ,105757
zɛmf,5
 trɑktʲ ,9
fɑj ,530
 tɪss,28
 ɔtl ,1
soːs,60
pɛrt ,18
 mɑr,2570
 strʌʊ ,62
kaːrtk ,1
 bris,19
mɔx,5275
oːt ,23503
 pɛlsx ,1
noːk,57
praːx ,7
kɛrst ,4696
klɪm ,80
ʃɪph ,11
lrɪs,143
hɪːr,9933
 aːmp ,34
 ʃaːl ,22
dʋɑjn,1
lɪsp,2
nɪtx,10
sɑw,75
mkɪn ,62
 vɑlsh ,70
plɛns,7
 vaːrlj ,2
 tœys ,26
sʋoːʃ,1
prɔfs,109
 styrs,13
mkkoː ,102
 plɛɣ ,12
 stɑrt,347
bɪnh ,2
kvɪn ,260
 nist,18
trɛɪ ,3581
sy ,10801
ɣɛljk,11
 lɑkt,16
 ɣɛlk ,9
toːn,4361
 dɔlf,235
rɑspt,4
 vɛrst,15
 tix ,2
hoːj,317
zɵld ,3
œyt,235788
 dyʊ ,204
neːft,1
kɑjl,2
staːr ,308
pɵlh ,2
rhɵm,1
prɔstl ,1
spreʊ,30
 lɪŋs ,151
kɔnp,1
 klɵts,9
staːt,36620
ʃu ,226
 nɛŋ,167
 kɛrt,1171
ɣɛwlxt,3
 ɣlɔk ,1
 spik,20
tryk ,30
 kɑmpf,2
haːrtʲ ,64
 stɪtx ,1
hʌʊx ,3
dɛrh ,88
 ɣrɔt,59
døːɣd ,122
 tɪʃ,73
 lyk ,16
lrvɪŋ,52
moːj,29680
 brɑnd ,74
 trɔt,65
doːl,271
fleːm ,1
lnaː ,33
ʋɪls,88
ɪd ,8629
 ɪsms,1
ʃɑs,380
 drɛɪv ,3
 moːj,152
hvɑr,1
kɪft,3
oːt,122454
 plʌʊ ,67
 jɛfsk,1
ssi ,2
hɑmp,156
 kɪxh ,1
lɵlk,3
krɛɪst,14
 triʃ,1
 kɛlj ,3
 spraːkt,48
 tɔx,2420
lɛw,122
maːrt,390
klɑmp ,27
ɣɔl ,1243
 rɑmsh ,1
 ɣlun,2
vɛɪlt,71
 pɑp,54
stryw ,1
lɔm,1390
smaː ,3415
mklɪn ,29
haːkt,14
nkoː ,1
 yʊt,118
xrɪss,2
nɑks,136
tɵb ,13
 sɛnl ,1
 voːɣ ,4
sxɛrts ,1
dɔrpz ,27
 fəl ,307
 sxaːvt ,3
 mɔːrdsh ,2
 ɣroː,1162
stɔrx,6
vlixh ,17
rɑls,35
 vɪŋsh ,3
pɔxt,5
vrind ,1247
sʋɑps,2
 nɔts ,1
lix ,5584
drɛɪ,14312
drɵxh ,13
ɛrs,10706
sxʋɑrtz ,26
smirt,1
mɪŋks,4
kɔmtw,1
 blɪn,662
kɑj ,522
 ɑjl,99
vlɪn ,521
flɛldlŋ,1
 blɑj,41
 sɪsh ,1
ʃaː ,9230
 tɪk,639
ɛrk,74307
 vɔs ,1
 ʋɵsts,1
 ɔfk ,1
lɪmph ,11
 sint ,4
nɑts,26
noːlt,7
 bluts,1
beːrs,2
tʋɪrl ,1
vlɛk,762
sxɛt ,155
 dɑn ,560
ɣrɪːrs,1
bɵtx ,25
frɑjʃ,2
 fli,357
pɔmp,714
blɵf,417
xsaː,20
 sxyʊlŋ,33
sxrɪkt,134
flreː ,1
 stik ,36
 tɪːr ,283
aːnz ,18
lɔŋh ,25
strɛss,614
 nyʊt,3
 ɑtʲ ,2
 bəl,5703
bøːk ,20
 lur,2063
 ɑrs,560
vɔːrt ,2298
ʃɔwx ,1
 loː,141832
 skli ,72
 sklɑjm,13
lmpɑ ,1
 tɵk ,12
 sɔb ,17
dkaːj,23
 ʋux,37
 pəx ,121
bɑht,18
 streːpt,66
tɵ ,27786
vɑŋh ,56
mkɣaːh ,2
 snɛk ,1
ldi,63
 bɵlt,10
koːr,491
tuk,154
 splɪn ,90
heːn,17445
 tɪnkks,11
lrlɪh,1
 mɛŋ,478
 reːlt,10
 plɔf ,173
 smɪːrt,352
kaːrst ,1
hœyl ,611
lɑndz ,34
 skɵŋk,1
spɑrks,40
 vrʌʊtʲ ,122
bəsxlk ,2
 dɵxt,20
ur,38733
sɑk ,1081
øːh,386
skit,51
baːs,9597
hɑj ,146
 prɔt,45
 lɵmx ,1
 naːf,1
tœyŋ ,26
drɵmt,8
 neːʃ,11
 beːld ,10
vludh ,1
stɛrv ,120
tʋɪŋ ,109
zɵrxs,8
knɔɾ ,272
 vɛt,500
 frɵp ,1
ɛrts,1204
lyʊt,17
ɣɑɾ ,346
fɔh ,2
vɔd ,27
vlɑx ,3
jux ,2
rɵft,18
trɔts ,2
 lɛls,5
mʌʊnt,69
 kɛstʲ ,3
ɛ ,713765
seːt,22
 zʌʊnt,3
 frɪz ,3
 spixh ,1
 vɔl ,5345
beːr ,113
bʋaː ,47
tusx ,15
lɛɪtk,1
 bukh ,6
kœyp,216
paːrz ,1
 nɑrs,46
hustʲ ,11
 tɪf,4
 lɛxs,7
 maːj,85
haːh ,55
beːt ,165
sxyʊ,2765
ʋɔs,18
løːn ,60
sxɛɪn ,8419
xrɑm,85
 kukt,3
 fraːn ,3
fɔrt,2894
lɣnɑs,2
zɔk,44
 dɵŋk ,1
 tɪːrt,212
ɣrir ,9
 flɑpt,2
reːl ,51
ɛɪnh ,2450
 klɪr,19
 koːm,49
slɑk ,5
sœyt,168
hɵss,1
sxitʲ ,6
spoːt,125
ɪɣ ,6880
deːrl ,4
tɑŋk ,714
 zœyt ,21
ɣeːlb ,1
bɑmx,1
dur,4
pɛr,36585
klints,2
 lʌʊx,36
 mɑj,464
 və ,28168
frʌʊ,3219
kny ,7
sxrijf ,1
 rɔʋ ,2
lutʲ ,2
bɔrsxt,8
pjɔtr,4
ʋɪsp,3
klɪmh ,1
pɛɪn ,1604
 blɵtst,3
 in ,1
zukh ,16
 tʌʊl,1
lɔs,11688
lɔrl,8
zɔxh ,1
 spytsh ,1
brɑnʃ,143
tɛkstsx ,14
 bɔkst,51
mɪk,1599
 jɑkt,1
ɵrɣl,1
zɑlh ,3
 kih ,3
 splaːt ,52
nɛf ,11
streːf,103
jaːj,1051
 fɛljk,3
kɔx ,472
sxaːr,456
zʋɔl,11
 vlu ,424
ɣrɛns ,61
 skløːrtʲ ,2
sɪn,13132
aːst,10790
 kɛtʲ ,342
 pruft,271
 strɛɪx ,5
œyth ,1560
 dɛnx ,1
 sprɪt,9
 ɑst,765
rɵdh ,9
 skroː,17
stɔl,181
 mɵtst,5
klɔ ,2194
tɪʃ,128
ɣlɛdh ,2
 drɵɣ ,2
toːls,3
 pɵk,169
rœyf,66
 pɔs ,1
spɔt,794
 kreːts,53
 stɑndlxh ,2
kɑsl,1
ɑjrk,7
ɑrsh ,788
ʋhʌʊ ,1
kɛrmls,3
vərlx ,1
lnsɪxts,1
 dɪtx,10
ɑmsh ,27
(en)ʌp(nl),206
 trɑm ,2
sxɵldlx,6
nɪnh ,32
zbɑr ,3
 kœys,31
spɵl,3091
 ʋurt ,2
fɪls,14
mɛrk,3781
stɛrns,50
bjɔrn,26
 ɑnl ,10
jih ,86
 bɑŋɡ ,4
 speːlt,2031
nir ,189
 tɔns,485
 tɵlp,4
ɣlɪts,1
boːɣ ,31
 mɔst,1
mɑkph ,7
lnseː ,1
fɛɪns,17
moːnsh ,22
pɵtz ,1
 ʌʊdh ,6
 pɪŋh ,1
ɑbv ,1
 sxaːfts,2
 ɛldz ,2
hɛr ,16755
 dɔrn,1
stroːjt,130
 blut ,26
kɪnd ,39
 ɑnl,11
slɔf ,5
 sfɑks,2
 buj ,14
 juntʲ ,7
 ʋɛk,603
nɑrm,29
trɵm ,71
 zoːxt,10
 dɛw,7
 kloːts,1
rɔŋk,958
hil ,1110
 spɛlt ,8
pup,566
spɔː ,11
køːrt,689
krøːn ,20
 stœykt,71
 ʋɔːr ,10294
ʃneː ,3
vlsaː,1
bœy,28470
ɣɵn,2513
 ɣɵts,1
mɵns,5
vɛlm ,3
 ɔrs,47
 sʌʊ,608
 raːp ,7
pɪːr ,196
mɛnsh ,2
sɛx,89
vreː ,16194
sʌʊlt,20
 mix ,5
spli ,32
krɔm ,328
 sɑsh ,1
rɵstl ,1
tsɵm,1
ɛps,205
 pik,21
steːntʲ ,172
mkkɑns,1
beːv ,34
mɪns,772
ʃɪl ,111
sʌʊth ,1
ɪfp,1
nɔn ,634
ɣrɔt,839
voː ,21981
 kər ,4157
mklɪn,34
 frøːɣ ,14
rɔwn ,37
 smaːk ,39
 lɛtl ,5
ɑms,1255
pli,2708
 ɛnts,41
 bɛɪd ,115
sxɛɪf ,86
 ʒɔr,1
slɑm ,50
sxreː ,148
fɵŋk ,16
 kɛrm,5
 bɛhn,3
 ɣrɵx,17
dʋɑrst,1
skɑwl ,3
 ip,2
nɪn,1170
dʒɛd ,1
pɪkts,7
vrud ,53
sxøːrt,745
mseː ,16
mɑr,19507
 ɑw,338
kʋɛl ,39
 zøːr,963
 vult,977
toːn ,1045
 ʋir ,25
 øːrs,4
 klɛɪn,236
raːx,64396
 droːx,526
 ɑɡ ,57
 drɛɪ,11218
ʌʊl ,231
kɑrln,1
 mɔb ,2
kvaːh ,4
dmɑr,3
bɵmb ,1
 sfɵnk ,101
 zeːrtʲ ,1
 hɛɪts,92
 klə,2330
 ɑkz ,3
reːp,2791
 traːjs,5
zɛps,1
 ʋikt,9
 əns,21549
flɵk ,29
 yh ,1
pɪx ,46
 rɔpt,15
 mɛts,80
mlmeː,1
 steːn ,155
dɵz ,17
rɵkt,1866
 rɔrsx ,2
kɑnt ,3046
snɑrf,6
sxrɑfts,3
 pleːɣ ,21
hɑlz ,246
prœyʋh ,1
 frɑs ,1
 eːf,220
mkʋɪl ,1
bɑrst,605
 rɛls,2231
haː,188877
strɪŋs,17
zɛɪj,3
noːrdh ,5
 spɛs,5
bux,502
jɔm,10
 kɔrv ,1
tuz ,2
straːtz ,16
krɵʃ,20
ʃɔb ,2
 sfɪt,6
trɵt,1905
lɛz ,729
 ɛlmh ,1
flɪlŋk,1
 rɪmp ,1
fɔl ,506
 buʃ,1
 flɪŋ,71
stɑnh ,12
 baːz ,86
 rɔŋ ,39
 strɑf ,19
pɑrsh ,3
klaː,41332
tɛrlŋ,7
 tøːt,3
ɣɔx,308
 slɪf ,4
poːtʲ ,249
 zɪɣɲ ,1
 dɔɣ ,4
buj ,43
 dɑxs ,48
sɪdh ,16
dɪlt,1
brɪ ,874
 bɑŋkh ,1
rhis,28
 smɛss,17
dɛ ,13768
 plɵst,2
ʃɛx ,92
 zɛɪl ,19
 plɪsh ,1
vɔːrtk ,15
pɑnd ,7
vruxst,23
 mih ,3
zɑl,96923
vlujtʲ ,16
 ɪnt,632
 vlɑ ,344
 aːm ,333
 stəɲ ,5
lmhɔf,1
 maːx,109
 plɪ ,28
sxɑn ,1810
 rɑp,242
vlirt ,1
 ɣɔxs,1
 rɔmh ,184
tʲœyst,2
lɔkh ,116
 teːs,45
 skaːt ,10
 lɑmph ,1
brɪts,280
tɛms,4
teːm,3367
ʌʊh,55
blɔkh ,44
plɔpt,2
 ɣɪɲ ,19
 ək ,18
dɛlft,15
 krɪs,8
tɑk,10867
mɑkl ,3
 dɔɡ ,1
 mɪxt,1
 leʊs,40
 snɑxt,218
wkkoː,1
klaːr ,2318
troːp,228
kɑspl ,1
 vlurt,40
hɵlsh ,1
sxɛɪnh ,86
ʃɛrlf,9
 dɵmpt,607
skɪp,245
nløːw,21
 veː,33388
jʌʊr ,19
 sup ,5
vɔp,1
 smɵnt,22
tʋɪk ,1
zbɛk,1
 døːɣ ,39
sxmɵk,3
 sxɛs,18
œyl ,3231
rɔss,608
spɔːrt,1321
ɣɔlfsh ,1
 klɪm,75
 frɑx,2
 sxi,66383
nih ,92
 jʌʊ ,24
krux ,4
mlɔrt,1
mɔls,12
 trɛk,5360
lɪŋkt,7558
fɪŋk,48
tøːs,189
skɪph ,1
vreːk,57
 lɵnt,25
 dɛnwlŋ ,1
ɣrɛɪn ,63
slɛxtʲ ,2
zœyxt,265
luf ,7
sɪnx,145
dʒy ,4
skɪp ,1
pyr ,20
 nərsh ,9
bəntʲ ,15
dɵnk,17
rlvɛr ,4
 ul ,12
sxeːl ,212
 tɵrf,9
 təndk ,2
 ɛlt,319
 ɣɛɪn,21
ʃɑlk,6
bloːm,136
mɔp,696
 tɪph ,2
lœy,61891
 vut ,60
 kaːrs ,2
klɪnk,1
vɪsk ,5
øːx ,94
flɪk,1106
 zɔx,4806
